image,folder_label,prediction,axles,is_correct
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1032_jpeg.rf.33d2cab3e321c2e021aa75502c15e665.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1033_jpeg.rf.22ddc1b4758130ee121a81f908358f6c.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1035_jpeg.rf.0539dcb402b5d1a9f739aa3e0a383eba.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1041_jpeg.rf.1cc5f2b2f499cc590be9f3e4e978dd5d.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1044_jpeg.rf.38b5c2c2d77a03c7db88bf685b65d32e.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1174_jpeg.rf.238784c69a795ebe09a7ea8520602e31.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_3642.JPG.jpg,truck 5,pickup truck,,False
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/cache_943051353.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/cache_944446725.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/d3bace3ef669f82be9cdbe4a114f939f.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/hq720.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image11.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image12.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image15.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image17.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image19.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image21.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image25.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image27.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image29.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image31.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image33.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image36.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image37.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image44.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/image9.jpeg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images101.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images102.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images103.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images11.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images110.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images111.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images118.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images131.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images132.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images136.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images138.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images140.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images150.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images151.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images205.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images209.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images216.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images221.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images227.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images228.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images23.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images238.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images25.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images250.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images26.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images262.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images263.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images28.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images29.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images36.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images39.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images45.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images46.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images47.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images49.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images5.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images50.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images53.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images63.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images66.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images73.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images78.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images79.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images80.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images81.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images88.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images89.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images9.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images92.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/images93.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/kenworth-5-axle-tractor-t-8806243c6ff.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/kenworth-t-800-w85301aab.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/s-l1600.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/s-l400.jpg,truck 5,truck,,True
